   ,CUSTOMER_NO,SO_DEBIT1,SO_LAN_GD1,SO_TIEN_DEBIT1,SO_TIEN_CREBIT1,SO_DEBIT2,SO_LAN_GD3,SO_TIEN_DEBIT2,SO_TIEN_CREBIT2,SO_DEBIT3,SO_LAN_GD3,SO_TIEN_DEBIT3,SO_TIEN_CREBIT3,SO_DEBIT4,SO_LAN_GD4,SO_TIEN_DEBIT4,SO_TIEN_CREBIT4,NGAY_MO,NAMSINH,SO_NGAY_FIST,SO_DU_HIEN_TAI,SEX
924,000052719,1,1,500000,0,1,3,90000000,150000000,,,,,,,,,6/11/2012,1981,241,109739962,M
925,000058226,,,,,,,,,,,,,,,,,10/11/2012,1977,4,270511,M
926,000063356,,,,,,,,,,,,,,,,,1/16/2013,1991,51,1452,M
927,000063226,,,,,,,,,,,,,,,,,1/3/2013,1989,29,1918,M
928,000065080,,,,,,,,,,,,,,,,,4/5/2013,1989,49,53102,F
929,000063746,1,1,544000,0,1,1,100000,0,,,,,,,,,2/6/2013,1945,0,391435,F
930,000062322,22,35,47341000,842532162,13,27,6577972750,6863427825,15,44,8739872027,10039032518,11,27,148877000,3556331853,6/4/2013,1966,30,67551241,F
931,000059638,,,,,,,,,,,,,,,,,6/13/2013,1952,477,19805,M
932,000065731,,,,,,,,,,,,,,,,,6/13/2013,1991,68,56048,M
933,000065918,,,,,,,,,,,,,,,,,5/21/2013,1973,0,52292,M
934,000064924,,,,,,,,,,,,,,,,,4/2/2013,1990,0,104871,M
935,000066873,,,,,,,,,,,,,,,,,6/13/2013,1985,0,83893,F
936,000067455,,,,,,,,,,,,,,,,,6/26/2013,1992,302,118165,F
937,000067000,,,,,,,,,,,,,,,,,6/19/2013,1963,75,4285,F
938,000066875,32,46,146700000,146713795,13,20,57000000,60740892,5,7,14200000,10371440,2,5,5100000,5597786,6/13/2013,1990,60,555489,M
939,000067379,,,,,,,,,,,,,,,,,6/26/2013,1989,104,152332,M
940,000067718,2,4,2150000,2138925,,,,,4,7,13500000,13587485,3,4,12200000,12149206,7/2/2013,1989,15,115731,F
941,000067392,,,,,,,,,,,,,,,,,6/26/2013,1991,104,102454,M
942,000067342,,,,,,,,,,,,,,,,,6/25/2013,1967,0,3374,F
943,000066826,,,,,,,,,,,,,,,,,6/12/2013,1982,30,613135,F
944,000068065,,,,,,,,,,,,,,,,,7/19/2013,1992,315,51720,M
945,000068032,,,,,,,,,,,,,,,,,7/18/2013,1993,316,55053,M
946,000066909,,,,,,,,,,,,,,,,,6/14/2013,1983,11,454333,M
947,000063033,17,24,1498660798,1497466667,7,10,422759622,422270000,1,4,6300000,306200000,1,2,13662000,13800000,6/20/2013,1964,854,210735,F
948,000065908,,,,,,,,,,,,,,,,,5/20/2013,1976,1,52174,M
949,000057213,,,,,,,,,,,,,,,,,6/25/2013,1975,933,707,F
950,000070141,,,,,,,,,,,,,,,,,9/24/2013,1994,48,61083,F
951,000073988,3,4,11017809,10000000,2,2,3860799,0,,,,,,,,,1/16/2014,1984,0,167,M
952,000069554,,,,,,,,,,,,,,,,,9/4/2013,1992,268,64282,M
953,000074471,,,,,,,,,,,,,,,,,2/18/2014,1977,66,3452,M
954,000067885,0,1,0,100000,0,1,0,100000,1,2,22500000,642395000,,,,,7/9/2013,1956,239,254711,F
955,000071081,,,,,,,,,,,,,,,,,10/23/2013,1988,28,7434,F
956,000074775,,,,,,,,,,,,,,,,,2/21/2014,1958,63,2735,M
957,000069524,,,,,,,,,,,,,,,,,9/3/2013,1963,0,355465,F
958,000063802,,,,,,,,,,,,,,,,,6/3/2013,1987,18,97013,F
959,000074376,,,,,,,,,,,,,,,,,2/19/2014,1980,65,1725,M
960,000071028,,,,,,,,,,,,,,,,,10/24/2013,1975,27,7415,M
961,000074600,,,,,,,,,,,,,,,,,2/20/2014,1964,64,1149,M
962,000071119,,,,,,,,,,,,,,,,,10/23/2013,1970,43,3,M
963,000076068,,,,,,,,,,,,,,,,,4/2/2014,1989,36,1129,M
964,000071302,,,,,,,,,,,,,,,,,10/24/2013,1984,27,1668,M
965,000074817,,,,,,,,,,,,,,,,,2/24/2014,1963,56,56903,F
966,000074461,,,,,,,,,,,,,,,,,2/18/2014,1974,66,2676,M
967,000070546,,,,,,,,,,,,,,,,,10/2/2013,1992,6,53750,F
968,000070150,,,,,,,,,,,,,,,,,9/25/2013,1992,13,54122,F
969,000071340,,,,,,,,,,,,,,,,,10/28/2013,1973,23,110732,M
970,000074429,,,,,,,,,,,,,,,,,2/18/2014,1978,66,3596,M
971,000074999,19,23,28080435,28100000,15,18,20545563,20900000,11,14,20118550,21000000,22,25,20056045,20600000,2/25/2014,1985,0,2224915,F
972,000071203,,,,,,,,,,,,,,,,,10/24/2013,1975,28,2077,M
973,000075932,,,,,,,,,,,,,,,,,4/2/2014,1977,51,5151,M
974,000074930,,,,,,,,,,,,,,,,,2/25/2014,1959,59,2464,M
975,000071076,,,,,,,,,,,,,,,,,10/23/2013,1972,28,8727,M
976,000074477,,,,,,,,,,,,,,,,,2/20/2014,1966,64,8243,M
977,000074946,,,,,,,,,,,,,,,,,2/25/2014,1988,59,2897,M
978,000074921,,,,,,,,,,,,,,,,,2/25/2014,1974,59,6548,M
979,000075786,,,,,,,,,,,,,,,,,3/19/2014,1994,37,2183,M
980,000074958,,,,,,,,,,,,,,,,,2/25/2014,1986,59,3793,M
981,000076080,,,,,,,,,,,,,,,,,4/2/2014,1989,69,4736,M
982,000076081,,,,,,,,,,,,,,,,,4/2/2014,1978,51,7273,M
983,000073151,,,,,,,,,,,,,,,,,12/17/2013,1967,24,8531,M
984,000073155,,,,,,,,,,,,,,,,,12/17/2013,1968,24,1276,M
985,000070943,,,,,,,,,,,,,,,,,10/23/2013,1967,28,2163,M
986,000070947,,,,,,,,,,,,,,,,,10/23/2013,1964,28,6960,M
987,000072020,,,,,,,,,,,,,,,,,11/14/2013,1983,4,8399,M
988,000070963,,,,,,,,,,,,,,,,,10/23/2013,1970,28,7493,M
989,000070979,8,10,8300000,3300000,8,10,12300000,16100000,18,22,27200000,22000000,2,2,500000,0,10/23/2013,1954,28,115447,M
990,000070900,,,,,,,,,,,,,,,,,10/22/2013,1973,29,3805,M
991,000071147,6,9,10100000,9000000,2,4,5000000,6000000,2,3,5000000,2000000,,,,,10/31/2013,1984,20,20809,M
992,000072191,,,,,,,,,,,,,,,,,11/21/2013,1966,4,98090,M
993,000072298,,,,,,,,,,,,,,,,,11/25/2013,1966,0,341267,M
994,000071064,,,,,,,,,,,,,,,,,10/24/2013,1978,27,380,M
995,000071128,,,,,,,,,,,,,,,,,10/23/2013,1963,28,5,M
996,000071137,,,,,,,,,,,,,,,,,10/24/2013,1986,27,4948,M
997,000071167,,,,,,,,,,,,,,,,,10/23/2013,1974,28,6977,M
998,000071149,,,,,,,,,,,,,,,,,10/23/2013,1959,28,1567,M
999,000096359,0,1,0,996,,,,,,,,,,,,,6/22/2016,1988,8,1004,M
1000,000072095,,,,,,,,,,,,,,,,,11/22/2013,1982,27,8648,F
1001,000072097,,,,,,,,,,,,,,,,,11/22/2013,1985,27,587125,F
1002,000071150,1,1,1000000,0,1,1,1000000,0,1,1,500000,0,2,2,2000000,0,10/24/2013,1970,27,841643,M
1003,000071051,,,,,,,,,,,,,,,,,10/23/2013,1980,29,8472,M
1004,000070951,,,,,,,,,,,,,,,,,10/23/2013,1972,28,1269,M
1005,000070920,,,,,,,,,,,,,,,,,10/22/2013,1970,29,17431,M
1006,000071214,,,,,,,,,,,,,,,,,10/24/2013,1986,27,7675,F
1007,000070886,,,,,,,,,,,,,,,,,10/22/2013,1970,29,74,M
1008,000071105,,,,,,,,,,,,,,,,,10/23/2013,1974,28,2802145,M
1009,000070923,6,8,4900000,5000000,,,,,,,,,,,,,10/23/2013,1970,28,53370,M
1010,000070973,2,4,6000000,6000000,2,3,3750000,3740575,,,,,,,,,10/23/2013,1967,29,11458,M
1011,000071047,,,,,,,,,,,,,,,,,10/23/2013,1982,28,2978,M
1012,000071060,2,3,3500000,3500000,,,,,,,,,,,,,10/24/2013,1982,27,80,M
1013,000070968,,,,,,,,,,,,,,,,,10/23/2013,1979,28,1529584,M
1014,000071233,,,,,,,,,,,,,,,,,10/24/2013,1977,27,7823,M
1015,000071031,,,,,,,,,,,,,,,,,10/24/2013,1982,28,1444302,F
1016,000071025,,,,,,,,,,,,,,,,,10/24/2013,1964,27,71135,M
1017,000071165,,,,,,,,,,,,,,,,,10/24/2013,1989,34,1238,M
1018,000071154,,,,,,,,,,,,,,,,,10/23/2013,1976,29,7158,M
1019,000071844,,,,,,,,,,,,,,,,,11/6/2013,1989,21,7157,F
1020,000074861,,,,,,,,,,,,,,,,,2/24/2014,1987,60,8339,M
1021,000073179,,,,,,,,,,,,,,,,,12/17/2013,1954,2,132843,F
1022,000074569,,,,,,,,,,,,,,,,,2/19/2014,1987,65,4319,M
1023,000074948,,,,,,,,,,,,,,,,,2/24/2014,1972,60,2224,M
1024,000074378,,,,,,,,,,,,,,,,,2/18/2014,1980,66,3023,M
1025,000076976,,,,,,,,,,,,,,,,,5/6/2014,1983,35,590443,F
1026,000074574,,,,,,,,,,,,,,,,,2/20/2014,1961,64,8086,M
1027,000070974,,,,,,,,,,,,,,,,,10/23/2013,1975,28,1138,M
1028,000076074,,,,,,,,,,,,,,,,,4/2/2014,1985,21,6299,M
1029,000074763,,,,,,,,,,,,,,,,,2/21/2014,1964,63,96786,M
1030,000075862,,,,,,,,,,,,,,,,,4/1/2014,1982,22,10345882,M
1031,000074700,,,,,,,,,,,,,,,,,2/24/2014,1967,60,9516,M
1032,000070983,,,,,,,,,,,,,,,,,10/21/2013,1977,21,88107,M
1033,000074501,,,,,,,,,,,,,,,,,2/20/2014,1985,64,55372,M
1034,000076282,,,,,,,,,,,,,,,,,4/3/2014,1982,35,754,M
1035,000076286,,,,,,,,,,,,,,,,,4/3/2014,1980,20,7037,M
1036,000076497,,,,,,,,,,,,,,,,,4/8/2014,1988,31,58002,M
1037,000074500,,,,,,,,,,,,,,,,,2/18/2014,1986,66,220041,M
1038,000074543,,,,,,,,,,,,,,,,,2/19/2014,1985,61,3033,F
1039,000076959,,,,,,,,,,,,,,,,,4/29/2014,1987,30,103045,F
1040,000074401,,,,,,,,,,,,,,,,,2/18/2014,1975,66,3600,M
1041,000077256,,,,,,,,,,,,,,,,,5/12/2014,1972,29,8420,M
1042,000076451,2,3,50819445,43496000,,,,,,,,,,,,,4/7/2014,1979,0,3881,F
1043,000076527,,,,,,,,,,,,,,,,,4/10/2014,1967,29,6495,M
1044,000074409,,,,,,,,,,,,,,,,,2/18/2014,1974,66,1159,M
1045,000077489,,,,,,,,,,,,,,,,,5/21/2014,1983,9,924,M
1046,000074512,,,,,,,,,,,,,,,,,2/20/2014,1970,64,6922,M
1047,000074725,,,,,,,,,,,,,,,,,2/20/2014,1984,64,672,M
1048,000078036,14,19,44250000,44358294,15,21,50150000,49832649,10,17,37900000,37957203,,,,,6/11/2014,1988,43,159107,F
1049,000078061,,,,,,,,,,,,,,,,,6/12/2014,1980,28,5006,M
1050,000076444,,,,,,,,,,,,,,,,,4/11/2014,1970,75,1857,M
1051,000077459,,,,,,,,,,,,,,,,,5/20/2014,1982,0,51517,F
1052,000074367,,,,,,,,,,,,,,,,,2/20/2014,1982,64,6935,M
1053,000080203,,,,,,,,,,,,,,,,,9/3/2014,1983,0,51366,F
1054,000076071,,,,,,,,,,,,,,,,,4/2/2014,1979,51,8147,M
1055,000077680,,,,,,,,,,,,,,,,,5/30/2014,1984,26,6338,M
1056,000076697,3,5,9432045,12570000,3,4,9329523,6253856,8,9,6371753,6356378,40,44,34408519,41630000,4/16/2014,1982,0,7206413,F
1057,000058915,,,,,,,,,,,,,,,,,9/10/2014,1970,0,1632627,F
1058,000081634,6,9,23204866,23200000,6,9,22954166,22800000,8,11,29843972,22500000,6,9,22557763,22200000,10/14/2014,1983,0,524876,F
1059,000082382,21,24,19686619,19800000,8,11,19339981,19430000,8,11,19013347,19080000,10,12,12870278,12872000,11/13/2014,1989,0,234016,F
1060,000073083,,,,,,,,,,,,,,,,,12/16/2013,1989,80,62014,F
1061,000074476,,,,,,,,,,,,,,,,,2/20/2014,1955,64,1333,M
1062,000077902,,,,,,,,,,,,,,,,,6/6/2014,1976,3,51489,M
1063,000081766,4,5,6500000,4000000,0,1,0,20000000,9,9,20000000,0,3,5,4500000,13300000,10/21/2014,1985,20,13847094,F
1064,000082619,,,,,,,,,,,,,,,,,11/27/2014,1993,79,55689,F
1065,000074754,,,,,,,,,,,,,,,,,2/21/2014,1972,63,1549,M
1066,000087025,18,21,36000000,36000000,18,21,36000000,36000000,18,21,36000000,36000000,12,14,24000000,24000000,6/9/2015,1972,28,62110,M
1067,000076097,,,,,,,,,,,,,,,,,4/2/2014,1978,21,4497,F
1068,000076280,,,,,,,,,,,,,,,,,4/3/2014,1968,20,2498,M
1069,000083029,25,35,54506453,51101087,23,31,58500000,56934627,19,30,68500000,69365542,12,16,24700000,20494332,12/15/2014,1988,8,2769974,M
1070,000074830,,,,,,,,,,,,,,,,,2/24/2014,1984,56,4835,F
1071,000077193,,,,,,,,,,,,,,,,,5/7/2014,1989,64,2418,M
1072,000076092,,,,,,,,,,,,,,,,,4/2/2014,1975,21,1178,M
1073,000077347,,,,,,,,,,,,,,,,,5/19/2014,1973,22,6575,M
1074,000077376,,,,,,,,,,,,,,,,,5/16/2014,1988,31,51891,M
1075,000077412,,,,,,,,,,,,,,,,,5/19/2014,1961,72,535136,F
1076,000074707,,,,,,,,,,,,,,,,,2/24/2014,1960,60,7295,M
1077,000074615,,,,,,,,,,,,,,,,,2/21/2014,1973,63,476042,M
1078,000074552,,,,,,,,,,,,,,,,,2/21/2014,1975,63,5138,M
1079,000096618,1,3,59900000,60000000,,,,,,,,,,,,,6/30/2016,1985,0,100849,M
1080,000078223,,,,,,,,,,,,,,,,,6/20/2014,1972,0,3161,M
1081,000096547,,,,,,,,,,,,,,,,,6/28/2016,1968,0,151284,F
1082,000077382,,,,,,,,,,,,,,,,,5/21/2014,1993,20,53178,M
1083,000077494,,,,,,,,,,,,,,,,,5/22/2014,1970,8,7278,M
1084,000081665,10,13,22535589,23500000,45,47,22202569,22500000,41,42,14859221,15000000,69,70,21817199,23000000,10/15/2014,1982,0,2957819,M
1085,000076058,,,,,,,,,,,,,,,,,4/2/2014,1989,21,2571,M
1086,000083448,,,,,,,,,,,,,,,,,12/29/2014,1977,170,6757,M
1087,000084052,,,,,,,,,,,,,,,,,1/21/2015,1992,1,5772,F
1088,000074382,,,,,,,,,,,,,,,,,2/18/2014,1981,66,5968,M
1089,000074488,,,,,,,,,,,,,,,,,2/20/2014,1982,64,7017,M
1090,000075846,,,,,,,,,,,,,,,,,3/24/2014,1983,17,2364915,F
1091,000091469,14,22,40700000,14784374,,,,,,,,,,,,,11/25/2015,1952,12,96694,M
1092,000086483,4,7,28750221,29000000,4,8,27972500,27778000,4,7,27350001,27934000,8,10,4630166,3978000,5/18/2015,1976,0,134688,F
1093,000088228,3,7,25110600,3465549884,5,10,28437840,421679763,4,8,25243000,2006772339,6,7,529050100,500000000,8/21/2015,1973,13,11458617,F
1094,000090320,,,,,,,,,,,,,,,,,10/13/2015,1993,16,814858,M
1095,000090433,,,,,,,,,,,,,,,,,11/3/2015,1986,0,107726,M
1096,000092562,1,1,91344,0,7,10,1656005790,1656617560,3,3,417701,0,1,1,195796,0,1/15/2016,1977,0,8,M
1097,000092191,18,30,15461143959,15463728667,3,4,4001155000,4000000000,14,17,140229319,142000000,7,10,137285184,134000000,12/25/2015,1954,0,338440,F
1098,000089263,1,2,3143000,3189000,,,,,,,,,,,,,9/3/2015,1972,21,108065,F
1099,000090021,5,6,3000000,3000000,,,,,1,2,200000,239400,,,,,10/1/2015,1991,1,92060,F
1100,000091583,,,,,,,,,,,,,,,,,12/2/2015,1988,0,160045,M
1101,000088360,3,4,1950000,1000000,3,4,4400000,4500000,,,,,,,,,7/27/2015,1995,0,80241,M
1102,000088958,4,6,602523333,902600000,,,,,3,5,302621233,792538667,,,,,8/13/2015,1970,0,51769,F
1103,000088425,5,143,114000000,120363821,6,186,179000000,164247724,11,161,157013200,145060118,9,50,46019800,64783870,7/30/2015,1983,5,26804283,F
1104,000090433,7,11,15690000,25000000,2,6,6140000,28000000,18,20,47000000,25000000,2,2,2408000,0,10/20/2015,1986,0,18780974,M
1105,000092056,4,8,129497524,176113800,6,7,159058338,100000000,2,3,987699,500000,2,2,473781,0,12/21/2015,1979,3,0,F
1106,000091899,,,,,,,,,,,,,,,,,12/15/2015,1996,0,101408,M
1107,000091486,,,,,,,,,,,,,,,,,11/26/2015,1978,12,26221,F
1108,000089779,,,,,,,,,,,,,,,,,9/22/2015,1963,0,545266,M
1109,000087649,,,,,,,,,,,,,,,,,6/29/2015,1973,8,8083688,M
1110,000092210,,,,,,,,,,,,,,,,,12/28/2015,1980,0,104857,M
1111,000092887,12,18,17600000,17738384,8,14,18000000,20979813,3,8,7000000,18482252,7,12,12000000,25328892,2/4/2016,1963,54,28270145,M
1112,000092872,20,26,36000000,24566764,5,11,13500000,25851931,0,5,0,22969461,0,5,0,41421528,2/18/2016,1977,40,95286738,M
1113,000094651,12,18,39829907,39790000,13,18,45274239,45350000,25,31,60118441,60200000,14,21,58531151,60475000,4/19/2016,1974,0,2009582,F
1114,000093242,5,5,11700000,0,6,6,17550000,0,6,7,117650000,1000069444,6,6,15300000,0,2/25/2016,1982,19,5429397,F
1115,000094558,43,49,25737603,31040656,38,43,14165481,389405036,28,40,23433727,179544342,32,47,21530059,55354057,4/12/2016,1993,15,80783,F
1116,000092490,,,,,,,,,,,,,,,,,1/11/2016,1964,0,4952,M
1117,000102090,,,,,,,,,,,,,,,,,12/15/2016,1987,40,836944381,M
1118,000082953,0,3,0,14300000,1,1,14000000,0,,,,,,,,,8/4/2016,1979,0,321356,F
1119,000097289,7,11,13600000,13691645,10,16,21750000,21760662,6,9,7500000,8519932,9,11,15590000,14662224,7/20/2016,1987,22,90748,M
1120,000100603,,,,,,,,,,,,,,,,,10/25/2016,1988,63,3751470,F
1121,000097126,0,2,0,150000,,,,,,,,,,,,,7/15/2016,1976,0,45215,M
1122,000101938,,,,,,,,,,,,,,,,,12/8/2016,1960,0,50201,M
1123,000100553,,,,,,,,,,,,,,,,,10/24/2016,1987,0,721940,F
1124,000103866,,,,,,,,,,,,,,,,,3/13/2017,1963,0,3025227,F
1125,000085725,,,,,,,,,,,,,,,,,1/11/2017,1991,14,16517524,F
1126,000101121,,,,,,,,,,,,,,,,,11/8/2016,1984,0,413018502,M
1127,000102605,,,,,,,,,,,,,,,,,1/11/2017,1980,14,133376,M
1128,000104772,,,,,,,,,,,,,,,,,4/21/2017,1989,0,13796234,M
1129,000104296,,,,,,,,,,,,,,,,,3/29/2017,1962,0,14843,F
1130,000104958,,,,,,,,,,,,,,,,,4/28/2017,1983,16,4699318,M
1131,000106156,,,,,,,,,,,,,,,,,6/8/2017,1975,0,20041216,M
1132,000104925,,,,,,,,,,,,,,,,,4/27/2017,1966,11,8177658,M
1133,000104637,,,,,,,,,,,,,,,,,4/12/2017,1968,0,77855,F
1134,000103941,,,,,,,,,,,,,,,,,3/17/2017,1978,0,14415555,F
1135,000019106,,,,,,,,,,,,,,,,,7/4/2009,1979,127,21257,M
1136,000019108,,,,,,,,,,,,,,,,,7/4/2009,1968,127,627,M
1137,000019175,,,,,,,,,,,,,,,,,7/4/2009,1976,127,13480,M
1138,000022387,,,,,,,,,,,,,,,,,8/14/2008,1978,451,1065,F
1139,000019296,,,,,,,,,,,,,,,,,4/14/2009,1973,230,173376,M
1140,000018886,,,,,,,,,,,,,,,,,10/24/2008,1984,380,5330,M
1141,000018264,,,,,,,,,,,,,,,,,10/23/2008,1956,1390,7610,F
1142,000019306,,,,,,,,,,,,,,,,,9/29/2008,1958,840,1776,F
1143,000019880,,,,,,,,,,,,,,,,,11/4/2008,1970,369,623037,F
1144,000019890,,,,,,,,,,,,,,,,,11/4/2008,1977,369,954,M
1145,000019288,,,,,,,,,,,,,,,,,10/27/2008,1986,377,2996,F
1146,000019436,,,,,,,,,,,,,,,,,12/1/2008,1978,342,255235,F
1147,000019441,,,,,,,,,,,,,,,,,12/1/2008,1982,342,2158,F
1148,000018963,,,,,,,,,,,,,,,,,10/1/2008,1974,403,891,M
1149,000018826,,,,,,,,,,,,,,,,,3/9/2009,1986,244,19434,M
1150,000019652,,,,,,,,,,,,,,,,,12/1/2008,1974,342,1441,M
1151,000018800,,,,,,,,,,,,,,,,,7/3/2009,1985,128,10581,M
1152,000018870,,,,,,,,,,,,,,,,,9/29/2008,1978,654,3654,M
1153,000019181,,,,,,,,,,,,,,,,,9/29/2009,1984,79,117283,F
1154,000019485,,,,,,,,,,,,,,,,,7/4/2009,1983,127,43512,M
1155,000019596,,,,,,,,,,,,,,,,,6/23/2008,1980,503,3325,M
1156,000019597,,,,,,,,,,,,,,,,,6/23/2008,1977,503,3652,M
1157,000018474,,,,,,,,,,,,,,,,,7/2/2009,1982,129,7494,M
1158,000019812,,,,,,,,,,,,,,,,,10/1/2009,1991,58,1412,M
1159,000018399,,,,,,,,,,,,,,,,,11/3/2009,1978,49,46848,M
1160,000018418,,,,,,,,,,,,,,,,,7/2/2009,1980,129,3128,M
1161,000019983,,,,,,,,,,,,,,,,,7/11/2008,1978,485,208149,F
1162,000018777,,,,,,,,,,,,,,,,,4/3/2009,1962,219,1096,M
1163,000018034,,,,,,,,,,,,,,,,,3/26/2009,1958,227,176374,M
1164,000018783,,,,,,,,,,,,,,,,,3/9/2009,1981,244,810132,M
1165,000019144,,,,,,,,,,,,,,,,,3/30/2009,1975,223,480358,M
1166,000018017,,,,,,,,,,,,,,,,,9/17/2009,1987,52,5805,F
1167,000029358,8,11,38374724,38000000,8,12,37331288,37200000,6,9,36537724,36400000,8,10,8664476,8700000,11/20/2009,1980,35,103553,M
1168,000019484,,,,,,,,,,,,,,,,,7/4/2009,1983,127,5566,F
1169,000060824,,,,,,,,,,,,,,,,,11/1/2012,1987,63,58306,M
1170,000039471,,,,,,,,,,,,,,,,,8/19/2010,1967,67,6064,M
1171,000039923,,,,,,,,,,,,,,,,,9/13/2010,1986,0,111024,M
1172,000040418,,,,,,,,,,,,,,,,,10/1/2010,1945,0,335837,M
1173,000042016,,,,,,,,,,,,,,,,,11/23/2010,1990,114,2957,M
1174,000044414,,,,,,,,,,,,,,,,,2/28/2011,1988,92,109718,M
1175,000044413,,,,,,,,,,,,,,,,,2/28/2011,1988,92,112983,M
1176,000045273,,,,,,,,,,,,,,,,,4/7/2011,1965,33,19258,M
1177,000095535,9,14,11750000,23849728,16,22,39000000,37186754,16,21,36000000,29587494,2,6,6000000,28425000,5/30/2016,1970,53,26253841,M
1178,000047019,32,40,97247885,116538329,26,33,160164306,125384789,29,36,175858624,156492531,27,35,113241948,82808763,6/22/2011,1966,8,11498392,M
1179,000047933,,,,,,,,,,,,,,,,,8/5/2011,1987,18,6603,M
1180,000047917,,,,,,,,,,,,,,,,,8/4/2011,1982,0,795504,M
1181,000048164,3,5,5500000,8839796,,,,,,,,,1,1,3500000,0,8/17/2011,1984,22,52044,M
1182,000048216,,,,,,,,,,,,,,,,,8/22/2011,1976,9,6789,M
1183,000048172,1,2,1000000,10000000,18,26,204022880,315044722,24,29,121000000,288658000,13,21,44000000,140911000,9/7/2011,1968,9,18502271,M
1184,000048485,3,3,15000000,0,,,,,1,2,23895000,24395000,1,2,32000000,32000000,9/7/2011,1980,338,472135,F
1185,000048798,,,,,,,,,,,,,,,,,9/21/2011,1990,117,137511,M
1186,000048788,,,,,,,,,,,,,,,,,9/21/2011,1985,28,110285,M
1187,000049599,,,,,,,,,,,,,,,,,10/24/2011,1973,249,109619,M
1188,000049600,,,,,,,,,,,,,,,,,10/24/2011,1991,249,59199,F
1189,000018220,0,7,0,4180002758,0,6,0,4830004119,0,9,0,5280046334,0,5,0,3910000167,10/31/2011,1966,0,104364,M
1190,000049948,,,,,,,,,,,,,,,,,11/10/2011,1989,629,103060,F
1191,000049964,,,,,,,,,,,,,,,,,11/10/2011,1991,232,67872,F
1192,000095873,1,2,29000000,10000000,,,,,,,,,,,,,6/8/2016,1972,20,113,F
1193,000053300,,,,,,,,,,,,,,,,,5/24/2012,1968,112,2026011,F
1194,000056479,,,,,,,,,,,,,,,,,7/2/2012,1985,378,52170,F
1195,000053484,,,,,,,,,,,,,,,,,4/24/2012,1977,51,7295,F
1196,000050611,,,,,,,,,,,,,,,,,8/6/2012,1983,2,34132,M
1197,000060247,7,11,11000000,11000000,5,9,12000000,12000000,4,6,6000000,6000000,3,5,5000000,5030000,10/15/2012,1980,28,45019,F
1198,000061304,,,,,,,,,,,,,,,,,11/14/2012,1989,26,2456,F
1199,000064348,,,,,,,,,,,,,,,,,3/13/2013,1986,0,2356,M
1200,000064392,,,,,,,,,,,,,,,,,3/15/2013,1987,0,7429,M
1201,000058094,,,,,,,,,,,,,,,,,2/19/2013,1943,0,71423,M
1202,000061471,,,,,,,,,,,,,,,,,11/20/2012,1979,30,7556,F
1203,000067397,,,,,,,,,,,,,,,,,6/26/2013,1991,104,116424,M
1204,000064401,2,3,2450000,4000000,8,9,6000000,4000000,3,4,1450000,1500000,,,,,3/18/2013,1994,11,41707,M
1205,000065898,,,,,,,,,,,,,,,,,5/20/2013,1968,107,46571,F
1206,000066436,,,,,,,,,,,,,,,,,6/3/2013,1990,11,100419,M
1207,000067672,,,,,,,,,,,,,,,,,6/28/2013,1990,101,2208112,F
1208,000066764,0,1,0,1504,,,,,,,,,,,,,6/11/2013,1987,0,103960,M
1209,000096208,1,4,2000000,11000000,6,9,18000000,15000000,2,2,5950000,0,,,,,6/17/2016,1995,0,39098,M
1210,000068034,,,,,,,,,,,,,,,,,7/18/2013,1992,316,53664,M
1211,000068813,65,72,116447480,625365579,44,48,52402156,56835581,40,48,176768386,313413803,43,50,285571024,322664200,8/9/2013,1977,28,21188563,F
1212,000068031,,,,,,,,,,,,,,,,,7/18/2013,1988,95,107542,M
1213,000070204,,,,,,,,,,,,,,,,,9/26/2013,1994,1,217119,M
1214,000069934,,,,,,,,,,,,,,,,,9/18/2013,1956,0,56765,F
1215,000065831,3,5,2511677778,2511652028,,,,,0,1,0,1803000,0,1,0,1864000,6/13/2013,1942,631,3746999,F
1216,000069997,,,,,,,,,,,,,,,,,9/20/2013,1989,18,51409,F
1217,000067911,,,,,,,,,,,,,,,,,7/10/2013,1965,0,357732,M
1218,000070159,,,,,,,,,,,,,,,,,9/25/2013,1988,13,51652,M
1219,000069686,,,,,,,,,,,,,,,,,9/9/2013,1987,133,366677,F
1220,000070038,,,,,,,,,,,,,,,,,9/23/2013,1989,15,52048,M
1221,000070035,6,10,21600000,21616246,7,11,25800000,25736097,6,9,21300000,21267444,1,2,2800000,2894502,9/23/2013,1992,15,145767,F
1222,000068162,,,,,,,,,,,,,,,,,7/25/2013,1992,75,56667,F
1223,000068068,7,11,18100000,17899625,,,,,,,,,,,,,7/22/2013,1992,78,269172,F
1224,000071192,,,,,,,,,,,,,,,,,10/24/2013,1979,27,5098,F
1225,000071153,,,,,,,,,,,,,,,,,10/24/2013,1972,27,4338,M
1226,000070057,15,19,68700000,54753454,10,13,43400000,40281438,0,1,0,976409,1,2,3000000,1371175,9/23/2013,1989,66,168946,F
1227,000074733,,,,,,,,,,,,,,,,,2/21/2014,1974,63,53986,M
1228,000068033,,,,,,,,,,,,,,,,,7/18/2013,1978,42,67347,M
1229,000070061,4,6,18000000,12476839,6,8,24000000,18522491,3,5,6300000,11155263,1,1,1000000,0,9/23/2013,1994,331,4502185,F
1230,000096209,10,13,8970000,9000000,,,,,,,,,,,,,6/17/2016,1994,0,2345,M
